sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 8:13,16.60,,,,,,,,,,225,373,786,
 8:13,16.62,,,,,,,,,,69,549,-598,
 8:13,16.63,,,,,,,,,,106,534,76,
 8:13,16.64,,,,,,,,,,156,387,-355,
 8:13,16.66,,,,,,,,,,73,532,-661,
 8:13,16.67,,,,,,,,,,247,303,586,
 8:13,16.68,,,,,,,,,,88,547,-124,
 8:13,16.70,,,,,,,,,,190,433,630,
 8:13,16.71,,,,,,,,,,91,508,-670,
 8:13,16.73,,,,,,,,,,255,309,-294,
 8:13,16.74,,,,,,,,,,213,328,15,
 8:13,16.75,,,,,,,,,,166,469,496,
 8:13,16.76,,,,,,,,,,250,319,772,
 8:13,16.78,,,,,,,,,,64,564,-451,
 8:13,16.79,,,,,,,,,,226,313,195,
 8:13,16.81,,,,,,,,,,127,442,-541,
 8:13,16.82,,,,,,,,,,234,352,792,
 8:13,16.83,,,,,,,,,,246,294,384,
 8:13,16.85,,,,,,,,,,112,529,135,
 8:13,16.86,,,,,,,,,,160,399,-412,
 8:13,16.87,,,,,,,,,,70,543,-646,
 8:13,16.89,,,,,,,,,,250,300,510,
 8:13,16.90,,,,,,,,,,180,370,-273,
 8:13,16.92,,,,,,,,,,199,412,687,
 8:13,16.93,,,,,,,,,,79,519,-678,
 8:13,16.94,,,,,,,,,,81,558,-213,
 8:13,16.96,,,,,,,,,,202,348,-96,
