sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 8:10,27.89,-336,-723,-369
 8:10,27.91,-472,-586,-403
 8:10,27.92,-238,-366,-361
 8:10,27.93,-487,-213,-429
 8:10,27.95,-378,-39,-409
 8:10,27.96,-450,-652,-402
 8:10,27.98,-499,-292,-420
 8:10,27.99,-273,-648,-360
 8:10,28,-402,-40,-418
 8:10,28.01,-267,-207,-378
 8:10,28.03,-510,-372,-423
 8:10,28.05,-436,-61,-423
 8:10,28.06,-391,-723,-378
 8:10,28.07,-292,-141,-384
 8:10,28.08,-243,-514,-360
 8:10,28.1,-459,-102,-426
 8:10,28.11,-319,-96,-399
 8:10,28.13,-486,-531,-408
 8:10,28.14,-246,-432,-360
 8:10,28.16,-324,-723,-370
 8:10,28.17,-345,-54,-394
 8:10,28.18,-246,-352,-363
 8:10,28.19,-495,-228,-426
 8:10,28.21,-295,-684,-358
 8:10,28.22,-438,-661,-396
 8:10,28.24,-253,-268,-361
 8:10,28.25,-505,-639,-355
 8:10,28.26,-406,-42,-412
 8:10,28.28,-409,-705,-384
 8:10,28.29,-502,-394,-427
 8:10,28.3,-262,-574,-354
 8:10,28.32,-435,-67,-417
 8:10,28.33,-298,-129,-382
 8:10,28.35,-504,-474,-412
 8:10,28.36,-468,-111,-426
 8:10,28.37,-336,-730,-364
