sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 9:29,26.41,,,,,,,,,,147,196,138,
 9:29,26.42,,,,,,,,,,157,345,151,
 9:29,26.43,,,,,,,,,,178,253,301,
 9:29,26.45,,,,,,,,,,114,349,-112,
 9:29,26.46,,,,,,,,,,154,361,105,
 9:29,26.48,,,,,,,,,,114,235,-64,
 9:29,26.49,,,,,,,,,,186,280,304,
 9:29,26.50,,,,,,,,,,169,204,237,
 9:29,26.51,,,,,,,,,,144,370,46,
 9:29,26.53,,,,,,,,,,175,301,271,
 9:29,26.55,,,,,,,,,,105,304,-138,
 9:29,26.56,,,,,,,,,,175,211,277,
 9:29,26.57,,,,,,,,,,133,216,48,
 9:29,26.58,,,,,,,,,,175,327,217,
 9:29,26.60,,,,,,,,,,171,226,298,
 9:29,26.61,,,,,,,,,,124,360,-61,
 9:29,26.63,,,,,,,,,,139,192,105,
 9:29,26.64,,,,,,,,,,124,262,-100,
 9:29,26.66,,,,,,,,,,183,255,306,
 9:29,26.67,,,,,,,,,,154,195,175,
 9:29,26.68,,,,,,,,,,157,360,112,
 9:29,26.69,,,,,,,,,,123,241,-64,
 9:29,26.71,,,,,,,,,,109,336,-126,
 9:29,26.72,,,,,,,,,,162,196,222,
 9:29,26.74,,,,,,,,,,121,220,-25,
 9:29,26.75,,,,,,,,,,172,295,267,
 9:29,26.76,,,,,,,,,,106,312,-144,
 9:29,26.78,,,,,,,,,,135,373,-3,
 9:29,26.79,,,,,,,,,,133,210,40,
 9:29,26.81,,,,,,,,,,178,327,-142,
 9:29,26.82,,,,,,,,,,178,229,286,
 9:29,26.83,,,,,,,,,,123,364,-48,
 9:29,26.85,,,,,,,,,,160,339,193,
 9:29,26.86,,,,,,,,,,100,267,-111,
 9:29,26.87,,,,,,,,,,184,244,303,
 9:29,26.89,,,,,,,,,,151,192,154,
 9:29,26.90,,,,,,,,,,159,360,129,
 9:29,26.92,,,,,,,,,,174,268,297,
 9:29,26.93,,,,,,,,,,114,328,-133,
 9:29,26.94,,,,,,,,,,166,207,210,
 9:29,26.96,,,,,,,,,,118,226,-22,
 9:29,26.97,,,,,,,,,,184,294,277,
 9:29,26.98,,,,,,,,,,171,214,259,
 9:29,27.00,,,,,,,,,,141,373,10,
 9:29,27.01,,,,,,,,,,129,211,36,
 9:29,27.03,,,,,,,,,,111,298,-141,
 9:29,27.04,,,,,,,,,,180,228,282,
 9:29,27.05,,,,,,,,,,142,202,85,
 9:29,27.07,,,,,,,,,,175,339,213,
 9:29,27.08,,,,,,,,,,106,277,-120,
